id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
8972,Roussia Mansvetoff,Female,Copyist,LoN Second Division,Library,1900,1936,2,10,1936,9,27,Swiss,core_only,False,False,,36,30-40
8972,Roussia Mansvetoff,Female,Copyist,LoN Second Division,Pool,1900,1937,10,17,1939,9,30,Swiss,core_only,False,False,,37,30-40
8972,Roussia Mansvetoff,Female,Copyist,LoN Second Division,Registry,1900,1936,9,28,1937,10,16,Swiss,core_only,False,False,,36,30-40
8972,Roussia Mansvetoff,Female,Copyist,LoN Second Division,Social Questions and Opium Traffic,1900,1935,6,1,1936,2,9,Swiss,core_only,False,True,,35,30-40
5088,Royall Tyler,Male,Expert/Specialist,LoN First Division,Economic and Financial,1884,1938,4,1,1943,12,31,US-American,core_only,False,True,,54,50-60
8586,Ruby Norah Figgio,Female,Secretary,LoN First Division,Social Questions and Opium Traffic,1885,1924,7,1,1931,1,3,Irish,core_only,False,True,,39,30-40
8586,Ruby Norah Figgio,Female,Shorthand Typist,LoN Second Division,Pool,1885,1919,12,8,1920,2,24,Irish,core_only,False,False,,34,30-40
8586,Ruby Norah Figgio,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1885,1920,2,25,1924,6,30,Irish,core_only,False,True,,35,30-40
9746,Rudolf Rahn,Male,Press Reader,LoN Second Division,Information,1900,1927,4,20,1928,2,29,German,core_only,False,True,,27,20-30
4893,Rudolf Wilde,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Lithuanian,core_only,False,True,,,
11936,Rémy Chavannes,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1900,1931,3,16,1933,12,31,Swiss,core_only,False,True,,31,30-40
5006,S. B. McElderry,Male,Expert/Specialist,LoN First Division,Social Questions and Opium Traffic,,1922,3,15,1922,6,15,British,core_only,False,True,,,
5439,Sadâmand Mangest Dhume,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1897,1928,7,16,1935,7,15,Indian,core_only,False,True,,31,30-40
5013,Salvador Madariga,Male,Chief of Section,LoN First Division,Disarmament,1886,1922,8,1,,,,Spanish,core_only,False,True,,36,30-40
5013,Salvador Madariga,Male,Director,LoN First Division,Disarmament,1886,1927,1,1,1927,12,31,Spanish,core_only,False,True,,41,40-50
5013,Salvador Madariga,Male,Member of Section,LoN First Division,Information,1886,1921,8,22,,,,Spanish,core_only,False,True,,35,30-40
9782,Samuel Podgorsky,Male,Copyist,LoN Second Division,Health,1894,1929,4,17,1929,5,7,Russian,core_only,False,True,,35,30-40
4901,Saofong Wu,Male,Member of Section,LoN First Division,Information,1898,1928,8,15,1934,10,15,Indian,core_only,False,True,,30,20-30
4901,Saofong Wu,Male,Member of Section,LoN First Division,Political,1898,1934,10,15,1940,5,17,Indian,core_only,False,True,,36,30-40
4879,Sarah Wambaugh,Female,Member of Section,LoN First Division,Administrative and Minorities,,1920,7,20,1920,12,20,US-American,core_only,False,True,,,
5232,Sean Lester,Male,Acting Secretary General,LoN First Division,League of Nations,1888,1940,7,26,1940,9,1,Irish,core_only,True,False,,52,50-60
5232,Sean Lester,Male,Deputy Secretary General,LoN First Division,League of Nations,1888,1937,2,18,1940,7,26,Irish,core_only,True,False,,49,40-50
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eleventh Ordinary Session of the Assembly,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fourteenth Ordinary Session of the Assembly,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Tenth Ordinary Session of the Assembly,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Thirteenth Ordinary Session of the Assembly,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twelfth Ordinary Session of the Assembly,1888,,,,,,,Irish,lonsea_all,False,False,,,
5232,Sean Lester,Male,Secretary-General,LoN First Division,League of Nations,1888,1940,9,1,1947,8,7,Irish,core_only,True,False,,52,50-60
8661,Serge  de Morsier,Male,Clerk,LoN Second Division,Information,1907,1937,1,16,1937,4,15,Swiss,core_only,False,True,,30,20-30
8661,Serge  de Morsier,Male,Guide for visitors,LoN Third Division,Information,1907,1936,6,25,1937,1,15,Swiss,core_only,False,True,,29,20-30
4806,Setsuichi Aoki,Male,Correspondent,LoN Second Division,Information,1894,1926,1,1,1932,12,11,Japanese,core_only,False,True,,32,30-40
4806,Setsuichi Aoki,Male,General Secretary,Secretary General,"Kokusai Bunka Shinkokai, Inc.",1894,,,,,,,,lonsea_all,False,False,,,
4806,Setsuichi Aoki,Male,Member of Section,LoN First Division,Economic and Financial,1894,1933,3,16,1933,12,31,Japanese,core_only,False,True,,39,30-40
4806,Setsuichi Aoki,Male,Member of Section,LoN First Division,Information,1894,1932,12,11,1933,3,15,Japanese,core_only,False,True,,38,30-40
5094,Shah Nawaz Sahib,Female,Temporary Collaborator,LoN First Division,Information,,1931,9,1,1931,9,22,Indian,core_only,False,True,,,
5300,Shiko Kusama,Male,Member of Section,LoN First Division,Health,,1925,10,,1926,1,,Japanese,core_only,False,True,,,
5152,Shou Kien Shu,Male,Temporary Correspondent,LoN First Division,Information,,1934,12,15,1935,6,8,Chinese,core_only,False,True,,,
5154,Sie-Kang,Male,Assistant,LoN Second Division,Information,1901,1936,7,6,1939,1,15,Chinese,core_only,False,True,,35,30-40
5154,Sie-Kang,Male,Temporary Collaborator,LoN First Division,Information,1901,1934,9,7,1934,9,28,Chinese,core_only,False,True,,33,30-40
5437,Sigismond Deutschman,Male,Member of Section,LoN First Division,Health,1898,1921,9,1,1924,6,1,Polish,core_only,False,True,,23,20-30
5437,Sigismond Deutschman,Male,Member of Section,LoN First Division,Health,1898,1925,1,1,1930,12,31,Polish,core_only,False,True,,27,20-30
5437,Sigismond Deutschman,Male,Member of Section,LoN First Division,Health,1898,1931,1,1,1941,9,30,Polish,core_only,False,True,,33,30-40
5437,Sigismond Deutschman,Male,Statistician,LoN First Division,Health,1898,1944,5,31,1945,6,30,Polish,core_only,False,True,,46,40-50
10828,Signe Johanne Andersen,Female,Junior Assistant,LoN Second Division,Economic and Financial,1898,1923,3,1,1925,4,15,Dane,core_only,False,True,,25,20-30
10828,Signe Johanne Andersen,Female,Member of the Intermediate Class,LoN Second Division,Secretary-General's Office,1898,1927,6,1,1928,5,12,Dane,core_only,False,False,,29,20-30
10828,Signe Johanne Andersen,Female,Senior Assistant,LoN First Division,Economic and Financial,1898,1925,4,15,1927,6,1,Dane,core_only,False,True,,27,20-30
10828,Signe Johanne Andersen,Female,Shorthand Typist,LoN Second Division,Pool,1898,1922,7,6,1922,11,14,Dane,core_only,False,False,,24,20-30
10828,Signe Johanne Andersen,Female,Statistical Clerk,LoN Second Division,Economic and Financial,1898,1922,11,15,1923,3,1,Dane,core_only,False,True,,24,20-30
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Secretary-Shorthand-Typist,LoN Second Division,Under Secretary-Generals' in charge of Internal Administration Office,1891,1927,5,16,1928,,,Italian,core_only,False,False,Swiss,36,30-40
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Typist,LoN Second Division,Information,1891,1921,7,20,1921,11,20,Italian,core_only,False,True,Swiss,30,20-30
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Typist,LoN Second Division,Pool,1891,1926,9,1,1926,10,,Italian,core_only,False,False,Swiss,35,30-40
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Typist,LoN Second Division,Under Secretary-Generals' in charge of Internal Administration Office,1891,1923,7,12,1923,8,3,Italian,core_only,False,False,Swiss,32,30-40
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Typist,LoN Second Division,Under Secretary-Generals' in charge of Internal Administration Office,1891,1925,11,13,1926,,,Italian,core_only,False,False,Swiss,34,30-40
9170,Silvia Anna Marie-Rose Calvi-Fuhrer,Female,Typist,LoN Second Division,Under Secretary-Generals' in charge of Internal Administration Office,1891,1925,9,9,1925,10,15,Italian,core_only,False,False,Swiss,34,30-40
9031,Simone Mathil,Female,Clerk,LoN Second Division,Health,1910,1935,3,1,1941,1,31,Swiss,core_only,False,True,,25,20-30
11551,Simone Roth,Female,Clerk,LoN Second Division,Economic and Financial,1907,1926,9,17,1926,10,31,Swiss,core_only,False,True,,19,14-20
5456,Sir Eric Drummond,Male,Secretary-General,LoN First Division,Secretary-General's Office,1876,1919,5,5,1933,6,30,British,core_only,True,False,,43,40-50
10823,Sir Herbert Brown Ames,Male,Director,LoN First Division,Economic and Financial,1863,1919,9,,1926,7,31,Canadian,core_only,False,True,,56,50-60
10823,Sir Herbert Brown Ames,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Seventh Ordinary Session of the Assembly,1863,,,,,,,Canadian,lonsea_all,False,False,,,
5009,Sisir Chandra Basu,Male,Correspondent,LoN Second Division,League of Nations,1903,1932,5,1,1938,8,20,Indian,core_only,False,False,,29,20-30
5009,Sisir Chandra Basu,Male,Correspondent,LoN Second Division,League of Nations,1903,1939,7,1,1946,10,31,Indian,core_only,False,False,,36,30-40
5009,Sisir Chandra Basu,Male,Temporary Collaborator,LoN First Division,Information,1903,1938,8,20,1938,1,20,Indian,core_only,False,True,,35,30-40
5284,Siu Kong-Sou,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Chinese,core_only,False,True,,,
4865,Solon George Xenakis,Male,Accountant,LoN Second Division,Russian Refugees,1884,1923,1,16,1925,1,1,Greek,core_only,False,False,,39,30-40
4865,Solon George Xenakis,Male,Assistant,LoN Second Division,Internal Control,1884,1925,1,1,1925,6,21,Greek,core_only,False,False,,41,40-50
4865,Solon George Xenakis,Male,Member of Section,LoN First Division,Economic and Financial,1884,1925,6,21,,,,Greek,core_only,False,True,,41,40-50
4865,Solon George Xenakis,Male,Member of Section,LoN First Division,Information,1884,1938,6,13,1940,4,30,Greek,core_only,False,True,,54,50-60
4865,Solon George Xenakis,Male,Member of Section,LoN First Division,Internal Administration,1884,1938,1,1,1938,6,13,Greek,core_only,False,False,,54,50-60
4865,Solon George Xenakis,Male,Member of Section,LoN First Division,Liaison with China,1884,1938,6,13,1940,4,30,Greek,core_only,False,False,,54,50-60
8887,Sophie Guirchovitch,Female,Clerk,LoN Second Division,Health,1895,1923,4,23,1923,7,7,Russian,core_only,False,True,,28,20-30
12046,Speranza Cortese,Female,Clerk,LoN Second Division,Library,1902,1924,5,28,1924,12,31,Italian,core_only,False,False,,22,20-30
12046,Speranza Cortese,Female,Shorthand Typist,LoN Second Division,Disarmament,1902,1925,6,29,1925,12,18,Italian,core_only,False,True,,23,20-30
12046,Speranza Cortese,Female,Shorthand Typist,LoN Second Division,Disarmament,1902,1926,5,17,1931,10,15,Italian,core_only,False,True,,24,20-30
12046,Speranza Cortese,Female,Shorthand Typist,LoN Second Division,Pool,1902,1925,1,19,1925,6,28,Italian,core_only,False,False,,23,20-30
12046,Speranza Cortese,Female,Sorter,LoN Third Division,Duplicating & Multigraph Service,1902,1936,9,21,1936,10,17,Italian,core_only,False,False,,34,30-40
12046,Speranza Cortese,Female,Sorter,LoN Third Division,Duplicating & Multigraph Service,1902,1936,12,10,1936,12,16,Italian,core_only,False,False,,34,30-40
12046,Speranza Cortese,Female,Sorter,LoN Third Division,Duplicating & Multigraph Service,1902,1937,5,24,1937,5,29,Italian,core_only,False,False,,35,30-40
4891,Stanislas Adolphe Neyman,Male,Member of Section,LoN First Division,Information,,1920,4,27,1939,5,20,Polish,core_only,False,True,,,
4887,Stanislas Wedkiewicz,Male,Temporary Collaborator,LoN First Division,Information,,1928,10,18,1928,12,1,Polish,core_only,False,True,,,
4887,Stanislas Wedkiewicz,Male,Temporary Collaborator,LoN First Division,Information,,1929,12,10,1929,12,31,Polish,core_only,False,True,,,
4717,Stanislawa Adamowicz,Female,League of Nations General Assembly Delegate,Representative,General Assembly: Seventeenth Ordinary Session of the Assembly,1885,,,,,,,,lonsea_all,False,False,,,
4717,Stanislawa Adamowicz,Female,Member of Section,LoN First Division,Health,1885,1921,1,12,1923,9,1,Polish,core_only,False,True,,36,30-40
4717,Stanislawa Adamowicz,Female,Statistician,LoN First Division,Health,1885,1923,9,1,1923,10,31,Polish,core_only,False,True,,38,30-40
4717,Stanislawa Adamowicz,Female,Vice President,Vice President,International Federation of University Women,1885,1936,,,,,,,lonsea_all,False,False,,51,50-60
4985,Stanley Hartnoll Bailey,Male,Secretary,LoN First Division,Social Questions and Opium Traffic,1904,1938,4,13,1938,4,13,British,core_only,False,True,,34,30-40
12077,Stanley Thomas Cross,Female,Interpreter,LoN First Division,Translation,1884,1920,5,10,1922,2,28,British,core_only,False,False,,36,30-40
12077,Stanley Thomas Cross,Female,Interpreter,LoN First Division,Translation,1884,1925,9,2,1925,9,27,British,core_only,False,False,,41,40-50
12077,Stanley Thomas Cross,Female,Interpreter,LoN First Division,Translation,1884,1930,9,15,1930,10,5,British,core_only,False,False,,46,40-50
12077,Stanley Thomas Cross,Female,Interpreter,LoN First Division,Translation,1884,1931,1,1,1934,12,31,British,core_only,False,False,,47,40-50
12077,Stanley Thomas Cross,Female,Member of Section,LoN First Division,Information,1884,1935,1,1,1938,1,31,British,core_only,False,True,,51,50-60
8723,Sudhindra Nath Ghose,Male,Assistant,LoN Second Division,Information,1899,1931,3,16,1940,11,11,Indian,core_only,False,True,,32,30-40
8535,Susumu Aibara,Male,Assistant,LoN Second Division,Information,1900,1926,5,14,1931,12,20,,core_only,False,True,,26,20-30
10414,Suzanne Jeanne Stoll née Godard,Female,Clerk,LoN Second Division,Economic and Financial,1902,1926,9,1,1942,1,31,Swiss,core_only,False,True,,24,20-30
10414,Suzanne Jeanne Stoll née Godard,Female,Clerk,LoN Second Division,Economic and Financial,1902,1944,2,21,1944,5,20,Swiss,core_only,False,True,,42,40-50
10414,Suzanne Jeanne Stoll née Godard,Female,Clerk,LoN Second Division,Economic and Financial,1902,1944,9,1,1944,11,30,Swiss,core_only,False,True,,42,40-50
10928,Sybil Josephine Atkins,Female,Copyist,LoN Second Division,Pool,1898,1928,2,1,1929,1,31,British,core_only,False,False,,30,20-30
10928,Sybil Josephine Atkins,Female,Copyist,LoN Second Division,Pool,1898,1930,8,9,1935,1,31,British,core_only,False,False,,32,30-40
10928,Sybil Josephine Atkins,Female,Junior Assistant,LoN Second Division,Information,1898,1935,2,1,1940,11,30,British,core_only,False,True,,37,30-40
9141,T. Meras,Female,Assistant Secretary,LoN Second Division,Political,,1919,10,,,,,French,core_only,False,True,,,
5205,Tadeuz Strzetelski,Male,Temporary Collaborator,LoN First Division,Information,,1931,9,7,1931,9,14,Polish,core_only,False,True,,,
8762,Tamara Goetze,Female,Copyist,LoN Second Division,Pool,1900,1922,8,7,1923,8,13,Russian,core_only,False,False,,22,20-30
8762,Tamara Goetze,Female,Secretary-Shorthand-Typist,LoN Second Division,Minorities,1900,1923,12,10,1933,10,26,Russian,core_only,False,True,,23,20-30
8762,Tamara Goetze,Female,Secretary-Shorthand-Typist,LoN Second Division,Minorities,1900,1934,6,1,1940,5,18,Russian,core_only,False,True,,34,30-40
8762,Tamara Goetze,Female,Secretary-Shorthand-Typist,LoN Second Division,Political,1900,1933,10,27,1933,12,31,Russian,core_only,False,True,,33,30-40
8762,Tamara Goetze,Female,Secretary-Shorthand-Typist,LoN Second Division,Pool,1900,1934,1,1,1934,5,31,Russian,core_only,False,False,,34,30-40
8762,Tamara Goetze,Female,Shorthand Typist,LoN Second Division,Pool,1900,1923,8,13,1923,12,9,Russian,core_only,False,False,,23,20-30
10266,Tarini Prasad  Sinha,Male,Assistant,LoN Second Division,Social Questions and Opium Traffic,1896,1930,7,15,1931,6,30,Indian,core_only,False,True,,34,30-40
10266,Tarini Prasad  Sinha,Male,Assistant,LoN Second Division,Social Questions and Opium Traffic,1896,1932,3,11,1932,5,10,Indian,core_only,False,True,,36,30-40
9614,Tatiana de Peganow,Female,Assistant,LoN Second Division,Economic and Financial,1900,1920,11,12,1924,10,23,Lithuanian,core_only,False,True,,20,14-20
9614,Tatiana de Peganow,Female,Senior Assistant,LoN First Division,Legal,1900,1924,10,24,1927,1,3,Lithuanian,core_only,False,True,,24,20-30
9614,Tatiana de Peganow,Female,Senior Assistant,LoN First Division,Registry,1900,1927,1,4,129,8,31,Lithuanian,core_only,False,False,,27,20-30
5518,Tetsuro Furukaki,Male,Member of Section,LoN First Division,Information,1900,1924,2,1,1929,4,27,Japanese,core_only,False,True,,24,20-30
